strain_x,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,ID,Assembly Name,geo_loc_name,collected_by,isolation_source,collection_date,strain_y,lat_lon,isolate_name_alias,identification method,host_sex,host_disease,host_age,host,culture_collection,isolate,host_disease_outcome,host_health_state,host_description,host_disease_stage,sample_type,sample_name,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,locus_tag_prefix,num_replicons,project_name,ref_biomaterial,source_material_id,sub_species,type-material,fecal,genotype,host_tissue_sampled,env_package,investigation_type,Laboratory Host,Extraction Method,passage_history,Extraction Date,Passage Date,host_subject_id,pathotype,serotype,serovar,specimen_voucher,subgroup,subtype,ENA first public,ENA last update,ENA-CHECKLIST,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,note,panel_id,Bar Code No,sample_number,Panel_ID,encoded_traits,biomaterial_provider,depth,ontological term,ifsac_category,source_type,ENA-LAST-UPDATE,geographic location (region and locality),scientific_name,relative_week,collection_room,identified_by,host_taxid,sample_id,perturbation,rel_to_oxygen,study_id,wastewater_type,isolated by,attribute_package,PublicAccession,ProjectAccession,Species,Genus,sequenced_by,replicate,assembly_method,assembly_method_version,genome_coverage,sequencing_technology,filename,altitude,samp_size,temp,Acquisition,Sequencing facility,drug_usage,estimated_size,health_state,host_body_product,MLST,N/A,dermatology_disord,extrachrom_elements,alternate_ID,Meropenem resistant,authors,phenotype,beta_lactamase_family,carbapenemase,edta_inhibitor_tested,collecting_lab,biological_replicate,altitude_info,ENA-FIRST-PUBLIC,anonymized name,supplier_name,common name,geographic location (latitude),geographic location (longitude),ArrayExpress-SPECIES,subject id,description,environmental sample,sequencing method,wastewater/sludge environmental package,library construction method,In_List
GCF_003584045.1_ASM358404v1_genomic,Klebsiella pneumoniae,strong,661,81468,269035,5800846,no,-,ST3400,0,1,2,2,-,0,-,0,-,0,-,0,-,0,-,wzi12,unknown (KL12),unknown (K12),?-*,None,99.70%,"KL12_10_wclM,KL12_11,KL12_12_wzy,KL12_16_wzx,KL12_22_rmlC",OL103,unknown (OL103),?-*,Good,94.56%,OL103_06_wbbL,-,-,-,qnrS1,-,-,-,-,-,-,-,-,-,-,CTX-M-15,-,-,SHV-26,-,-,-,-,-,-,ST3400,2,3,6,1,177,1,299,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003584045_1,ASM358404v1,"Austria: Vienna, Danube",Austrian Agency for Health and Food Safety,river water,2017/5/8,KpWDB,48.152166 N 16.526281 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003598825.1_ASM359882v1_genomic,Klebsiella pneumoniae,strong,82,171356,470615,5405762,no,-,ST188,0,3,7,7,-,0,-,0,-,0,-,0,-,0,-,wzi180,KL116,unknown (KL116),?-,Good,99.66%,"KL116_14_wzy,KL116_17_wcpG",O1/O2v1,O2a,none,Very high,98.13%,,aph3-Ia.v1*?;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,dfrA14.v2*,TEM-1D.v1^,-,-,-,OXA-48*,SHV-37,35Q,OmpK36-56%,MgrB-0%,GyrA-83V,sul1?-0%,fosA7*?-0%,ST188,3,1,1,3,4,28,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003598825_1,ASM359882v1,Belgium,"Laura Dabos, Pierre Bogaerts, Youri Glupczynski, Thierry Naas",missing,Nov-15,1219,50.28 N 4.52 E,,,,missing,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003664755.1_ASM366475v1_genomic,Klebsiella pneumoniae,strong,67,199965,352797,5348175,no,-,ST314,0,1,8,12,-,0,-,0,-,0,-,0,-,0,-,wzi82,KL23,K23,none,Very high,99.97%,,O1/O2v2,O2afg,none,Very high,98.47%,,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1,-,-,-,-,mphA,floR.v1,arr-3,sul2*,tet(A).v2,-,dfrA27,-,-,CTX-M-14,-,-,SHV-1,-,-,-,-,qnrB20*-10%,-,ST314,2,1,5,2,7,4,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003664755_1,ASM366475v1,"China: Shandong, Zhucheng",Pan Sun,river water,2015/7/19,SU6,35 N 119 E,,,,Pneumonia,,not applicable,,,,,,,,,,,,,,,,,,,,,ST314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003664855.1_ASM366485v1_genomic,Klebsiella pneumoniae,strong,135,188403,386835,5390889,no,-,ST15,0,1,10,15,-,0,-,0,-,0,-,0,-,0,-,-,unknown (KL49),unknown (K49),?-+,None,96.24%,"KL49_08_wzy,KL49_11_wclK,KL49_13_wzx,KL49_14_wcpF,KL49_15",OL103,unknown (OL103),?-+*,Good,94.52%,OL103_01_rmlC,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1,-,-,qnrS1,-,mphA,floR.v1,arr-3,sul1?;sul2*,tet(A).v2,-,dfrA27,TEM-1D.v1^,-,CTX-M-3,-,-,SHV-28^,-,-,-,-,qnrB20*-10%,-,ST15,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003664855_1,ASM366485v1,"China: Shandong, Zhucheng",Pan Sun,river water,2015/7/19,SU2,35 N 119 E,,,,Pneumonia,,not applicable,,,,,,,,,,,,,,,,,,,,,ST15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003664865.1_ASM366486v1_genomic,Klebsiella pneumoniae,strong,74,210523,428186,5393526,no,-,ST967,0,1,9,15,-,0,-,0,-,0,-,0,-,0,-,wzi81,KL18,K18,none,Very high,98.68%,,O1/O2v2,O2afg,none,Very high,98.76%,,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aph3-Ia.v1;strA.v1^;strB.v1,-,-,qnrB2.v2^;qnrS1,-,mphA,floR.v1*,arr-3,sul2*,tet(A).v1,-,dfrA27,-,-,CTX-M-14,-,-,SHV-27,156D,-,-,-,-,-,ST967,2,1,19,4,9,4,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003664865_1,ASM366486v1,"China: Shandong, Zhucheng",Pan Sun,river water,2015/7/19,SU1,35 N 119 E,,,,Pneumonia,,not applicable,,,,,,,,,,,,,,,,,,,,,ST967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003664915.1_ASM366491v1_genomic,Klebsiella pneumoniae,strong,88,207827,460220,5302102,no,-,ST1967,0,1,9,14,-,0,-,0,-,0,-,0,-,0,-,wzi116,KL57,K57,?-*,Good,97.37%,KL57_13_vanT,O1/O2v2,O2afg,none,Very high,98.41%,,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aph3-Ia.v1;strA.v1^;strB.v1,-,-,-,-,mphA,floR.v1,arr-3,sul2*,tet(A).v2,-,dfrA27,TEM-1D.v1^,-,CTX-M-3,-,-,SHV-26,-,-,-,-,qnrB20*-10%,-,ST1967,2,3,6,1,9,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003664915_1,ASM366491v1,"China: Shandong, Zhucheng",Pan Sun,Animal manure,2015/7/19,SU7,35 N 119 E,,,,Pneumonia,,not applicable,,,,,,,,,,,,,,,,,,,,,ST1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003664955.1_ASM366495v1_genomic,Klebsiella pneumoniae,strong,82,160804,456657,5538313,no,-,ST1738,1,1,7,7,ybt 14; ICEKp5,135-4LV,-,0,-,0,-,0,-,0,-,wzi281,KL38,K38,none,Very high,99.69%,,O3b,O3b,none,Very high,99.14%,,aac(3)-IId^,-,-,qnrS1,-,-,-,-,sul1,tet(A).v1,-,dfrA1.v1,LAP-2,-,CTX-M-14,-,-,SHV-36^,35Q,-,-,-,-,-,ST1738,2,1,1,1,1,4,61,109,4,5,4,1,27,495,2,4,137,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003664955_1,ASM366495v1,"China: Shandong, Zhucheng",Pan Sun,soil,2015/7/19,SU10,35 N 119 E,,,,Pneumonia,,not applicable,,,,,,,,,,,,,,,,,,,,,ST1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_003687885.1_ASM368788v1_genomic,Klebsiella pneumoniae,strong,233,113693,401390,5616732,no,-,ST3576,0,1,8,11,-,0,-,0,-,0,-,0,-,0,-,wzi354,unknown (KL114),unknown (KL114),?-+,None,99.06%,"KL114_06_wzc,KL114_09_wciP,KL114_10_wzx,KL114_11_wcqZ,KL114_12_wcuQ,KL114_13,KL114_18_manB",OL104,unknown (OL104),?-*,Good,85.18%,OL104_02_manB,aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2*,tet(A).v1,-,dfrA14.v2*,OXA-1*;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1,-,OmpK36-23%,-,GyrA-87G,-,fosA7*?-0%,ST3576,2,60,11,1,4,8,482,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003687885_1,ASM368788v1,USA,,missing,2017,1009100,,,,,,,,,,,,,,whole organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003687925.1_ASM368792v1_genomic,Klebsiella pneumoniae,strong,392,29298,104782,5478141,no,-,ST101,1,2,4,3,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi137,unknown (KL17),unknown (K17),?-,None,99.96%,"KL17_06_wzc,KL17_07_wzy,KL17_08_wctR,KL17_09_wctS,KL17_10_wctT,KL17_11_wctU,KL17_12_wcaJ,KL17_13_wcmZ,KL17_14_wzx",O1/O2v1,O2a,?-,Good,98.01%,O1/O2v1_06_wbbO,-,-,-,-,-,msrE,-,-,-,-,-,-,TEM-1D.v1^,-,-,-,KPC-3,SHV-1^,-,OmpK35-17%;OmpK36TD,-,GyrA-83Y;GyrA-87N;ParC-80I,OXA-9.v1*-42%,armA?-0%;mphE.v1?-0%,ST101,2,6,1,5,4,1,6,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003687925_1,ASM368792v1,Italy,,missing,2017,1023162,,,,,,,,,,,,,,whole organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003692695.1_ASM369269v1_genomic,Klebsiella pneumoniae,strong,3,5231806,5231806,5439580,no,-,ST3582,0,0,3,3,-,0,-,0,-,0,-,0,-,0,-,wzi1,KL1,K1,none,Very high,99.72%,,O1/O2v2,O2afg,none,Very high,98.96%,,-,-,-,qnrS1,-,-,-,-,-,-,-,dfrA14.v2*,LAP-2,-,-,-,-,SHV-1^,-,-,-,-,sul2*-89%;tet(A).v1*-46%,-,ST3582,10,3,1,1,375,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003692695_1,ASM369269v1,China: Hunan,,not collected,2017,2e,,,,,,,,,not collected,,,,,cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_003812085.1_ASM381208v1_genomic,Klebsiella pneumoniae,strong,5,5305851,5305851,5667058,no,-,ST252,0,0,2,0,-,0,-,0,-,0,-,0,-,0,-,wzi135,KL116,unknown (KL116),?-,Good,99.10%,KL116_17_wcpG,O1/O2v1,O2a,-,High,97.52%,O1/O2v1_06_wbbO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,MgrB-51%,GyrA-83Y;GyrA-87Y;ParC-80R,-,fosA7*?-0%,ST252,2,5,1,1,9,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003812085_1,ASM381208v1,Unknown,USAMRIID,UCC isolate,Unknown,FDAARGOS_566,Not applicable,FDAARGOS_566,Phenotypic and Molecular Methods,not collected,Unknown,Unknown,Homo sapiens,FDA:FDAARGOS_566,Not applicable,Unknown,Unknown,Not applicable,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003830255.1_ASM383025v1_genomic,Klebsiella pneumoniae,strong,125,224341,783375,5600879,no,-,ST43,3,0,4,5,-,0,-,0,iuc 3,13-2LV,-,0,-,0,-,wzi412,KL61,K61,?-,Good,96.53%,KL61_07_wclQ,O1/O2v1,O2a,none,Very high,98.34%,,-,mcr-1.1^;mcr-8.1,-,qnrS1,-,-,-,-,-,tet(A).v1^,-,-,TEM-1D.v1^,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST43,2,6,1,5,11,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,7,12,8,9,-,-,-,-,-,-,-,-,GCF_003830255_1,ASM383025v1,Thailand: Phitsanulok,"Naresuan University, Phitsanulok, Thailand",missing,2015,PN81,not applicable,,,,not applicable,,Chrysomya sp. (blowfly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003861365.1_ASM386136v1_genomic,Klebsiella pneumoniae,strong,2,5299231,5299231,5375379,no,-,ST940,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi82,KL18,K18,-,High,98.96%,KL18_08_wcaA,O4,O4,none,Very high,99.71%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST940,2,1,62,26,10,1,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003861365_1,ASM386136v1,USA: Baltimore,Johns Hopkins Hospital,patient fluids,2017,KLPN_M108,39.2969 N 76.5946 W,,,,bacteremia,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003861425.1_ASM386142v1_genomic,Klebsiella pneumoniae,strong,3,5246142,5246142,5575341,no,-,ST551,0,1,8,11,-,0,-,0,-,0,-,0,-,0,-,wzi18,KL10,K10,none,Very high,96.62%,,O1/O2v1,O2a,none,Very high,98.06%,,aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,-,fosA7*?-0%,ST551,3,1,1,1,9,4,135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003861425_1,ASM386142v1,USA: Baltimore,Johns Hopkins Hospital,patient fluids,2017,KLPN_M39,39.2969 N 76.5946 W,,,,bacteremia,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_003936505.1_ASM393650v1_genomic,Klebsiella pneumoniae,strong,263,185635,668420,5835380,yes (1035),ambiguous_bases,ST410,0,2,7,10,-,0,-,0,-,0,-,0,-,0,-,-,KL111,unknown (KL111),*,Very high,99.51%,,O3b,O3b,none,Very high,98.80%,,aac(6')-Ib-cr.v2;aph3-Ia.v1^,-,-,qnrS1,-,mphA;mphE.v2,CatB4.v1;floR.v2*,-,-,-,-,-,OXA-1,-,SHV-12,-,NDM-7,-,238S;240K;35Q,-,-,GyrA-83Y,arr-2?-87%,CTX-M-101?-0%;CTX-M-103?-46%;OXA-10?-75%;aadA24?-0%;armA?-0%;cmlA5?-0%;tet(A).v1?-47%;tet(A).v2*?-0%,ST410,4,1,2,37,21,4,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003936505_1,ASM393650v1,Pakistan,,nursing call button in hospital intensive care unit,Feb-16,KP_089,,,,,,,,,,,,,,whole organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAK-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_003937025.1_ASM393702v1_genomic,Klebsiella pneumoniae,strong,96,137732,487970,5708060,yes (390),ambiguous_bases,ST3739,1,2,9,14,ybt 10; ICEKp4 (truncated),384-3LV,-,0,-,0,-,0,-,0,-,wzi64,KL64,K64,none,Very high,99.99%,,O1/O2v1,O2a,none,Very high,98.64%,,aac(6')-Ib;aadA2^;rmtB;rmtF*,-,-,qnrB1.v2^,-,ermB.v1*;mphA?,-,arr-2,sul1,-,-,dfrA12,TEM-1D.v1^,-,CTX-M-15,-,NDM-5;OXA-181,SHV-11^,35Q,OmpK35-76%;OmpK36TD,-,GyrA-83I;ParC-80I,-,-,ST3739,3,4,6,1,7,4,518,16,12,4,3,3,379,460,3*-89%,10,9,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003937025_1,ASM393702v1,Pakistan,,nursing call button in hospital intensive care unit,Mar-16,KP_301,,,,,,,,,,,,,,whole organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,PAK-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003937235.1_ASM393723v1_genomic,Klebsiella pneumoniae,strong,118,165210,362391,5480130,yes (609),ambiguous_bases,ST337,0,1,8,10,-,0,-,0,-,0,-,0,-,0,-,-,KL8,K8,?-*,Good,98.64%,"KL8_08_wcsG,KL8_10_wcsI",O1/O2v2,O2afg,?-,Good,98.41%,O1/O2v2_09_gmlB,aac(6')-Ib-cr.v2;aadA16*,-,-,qnrB6^,-,-,-,arr-3,sul1;sul1*,tet(A).v1*,-,dfrA27,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,-,-,ST337,2,1,11,1,1,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003937235_1,ASM393723v1,Pakistan,,washroom sink in hospital intensive care unit,Jan-16,KP_084,,,,,,,,,,,,,,whole organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,PAK-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003938235.1_ASM393823v1_genomic,Klebsiella pneumoniae,strong,134,136150,389705,5705905,yes (121),ambiguous_bases,ST3736,0,1,4,5,-,0,-,0,-,0,-,0,-,0,-,-,unknown (KL107),unknown (KL107),?-+*,None,77.94%,"KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10",OL102,unknown (OL102),?-*,Good,79.36%,"OL102_05_wbbL,OL102_06_rhamnan",strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,-,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,-,fosA7*?-0%,ST3736,2,9,2,1,13,211,516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003938235_1,ASM393823v1,Pakistan,,washroom sink in hospital intensive care unit,Jan-16,KP_030,,,,,,,,,,,,,,whole organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,PAK-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003954715.1_ASM395471v1_genomic,Klebsiella pneumoniae,strong,169,118691,305680,6006366,no,-,ST11,2,3,7,9,ybt 17; ICEKp10 (truncated),289-2LV,clb 3,13,-,0,-,0,-,0,-,wzi123,KL136,unknown (KL136),none,Very high,99.89%,,O1/O2v2,O2afg,none,Very high,98.53%,,aac(6')-Ib'.v2*;aadA2,-,-,qnrB4,-,-,-,-,sul1;sul1,-,-,dfrA14.v2*,DHA-1;OXA-4,-,-,-,KPC-2,SHV-11,35Q,OmpK35-17%,MgrB-81%,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,6,15,5,4,11,28*-68%,506,2,11,4,2,2,10,2,2,2,2,2,3,2,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003954715_1,ASM395471v1,Unknown,Unknown,Unknown,Unknown,R2228,Unknown,,,,Unknown,,Unknown,,,,,,,,,,,,,,,,,,pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_003965875.1_ASM396587v1_genomic,Klebsiella pneumoniae,strong,93,198754,480086,5343887,no,-,ST3050,0,1,6,8,-,0,-,0,-,0,-,0,-,0,-,wzi109,KL36,K36,none,Very high,99.98%,,O4,O4,?,Good,99.75%,,aph3-Ia.v1^;strA.v1^;strB.v1,-,-,-,-,mphA,-,-,sul2*,-,-,dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST3050,2,1,220,1,10,1,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003965875_1,ASM396587v1,Egypt,"Heba Attia, Aymen Yassin",Unknown,2012,SP,30.0444 N 31.2357 E,,,,Unknown,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_003977175.1_ASM397717v1_genomic,Klebsiella pneumoniae,strong,88,189834,370946,5463187,no,-,ST15,0,2,7,13,-,0,-,0,-,0,-,0,-,0,-,wzi116,KL57,K57,?-*,Good,97.37%,KL57_13_vanT,O1/O2v2,O2afg,none,Very high,98.43%,,aac(6')-Ib'.v1;aadA*;aadA5;aph3-Ia.v1*?;strA.v1*,-,-,qnrS1,-,mphA,-,-,sul1;sul2,-,-,dfrA14.v2*;dfrA17,-,-,CTX-M-15,-,NDM-1,SHV-106*,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,OXA-9.v1*-42%;TEM-105*?-0%;aph(3')-VI?-87%,-,ST15,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_003977175_1,ASM397717v1,Egypt,Unknown,urine,Unknown,GCID_CRE_0009,Unknown,,,,Unknown,,Unknown,,,,,,,,,,,,,,,,,,pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
