Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,kpref
group_706,,SDR family NAD(P)-dependent oxidoreductase;hypothetical protein,1351,1356,1.0037009622501851,1,930,,,,90,795,789.3055350553506,Kp_03762
group_707,,glyoxylate/hydroxypyruvate reductase A;hypothetical protein,1354,1359,1.0036927621861151,1,931,,,,168,939,929.7682119205298,Kp_03761
group_708,,Recombinase;Resolvase N terminal domain;hypothetical protein,47,47,1.0,1,932,,,,1176,1578,1558.2391304347825,
group_709,,alpha/beta fold hydrolase,951,952,1.0010515247108307,1,933,,,,114,993,868.5732484076433,Kp_02457
group_711,,BtpA/SgcQ family protein,953,953,1.0,1,936,,,,423,846,844.3739495798319,Kp_02459
group_713,,alpha/beta hydrolase,444,444,1.0,1,940,,,,498,720,692.8099547511313,Kp_02514
group_714,,hypothetical protein,311,311,1.0,1,941,,,,282,693,689.0739549839228,
group_716,,hypothetical protein,36,36,1.0,1,943,,,,525,537,536.6666666666666,
group_718,,tyrosine-type recombinase/integrase,76,81,1.0657894736842106,1,945,,,,399,1233,1112.6962025316457,
group_722,,PerC family transcriptional regulator,104,104,1.0,1,949,,,,444,459,458.8557692307692,Kp_01936
cas3,cas3,CRISPR-associated helicase Cas3',23,23,1.0,1,953,,,,1686,2694,2648.181818181818,
group_727,,hypothetical protein,847,1199,1.4155844155844155,1,955,,,,165,2262,1091.15929941618,Kp_03000
group_732,,AlpA family transcriptional regulator,81,81,1.0,1,960,,,,216,249,225.1851851851852,
group_739,,hypothetical protein,33,33,1.0,1,967,,,,426,426,426.0,
group_748,,hypothetical protein,122,122,1.0,1,977,,,,501,627,566.3666666666667,
group_750,,Protein of unknown function (DUF4060);hypothetical protein,97,97,1.0,1,979,,,,240,246,240.06185567010309,
group_752,,hypothetical protein,205,205,1.0,1,983,,,,282,282,282.0,
group_755,,hypothetical protein,387,388,1.0025839793281657,1,986,,,,246,1461,1428.2349869451698,Kp_03271
group_757,,"hypothetical protein;""""",67,70,1.044776119402985,1,988,,,,381,1254,1089.8695652173913,
group_759,,hypothetical protein,1382,1382,1.0,1,990,,,,267,990,899.6504005826657,Kp_02511
group_762,,DUF554 domain-containing protein,144,144,1.0,1,996,,,,390,717,714.7132867132867,
group_763,,hypothetical protein,62,62,1.0,1,998,,,,462,507,498.5172413793104,
group_764,,antitermination protein;NCBIFAM: YlcG family protein;hypothetical protein,28,40,1.4285714285714286,1,999,,,,141,960,603.2368421052631,
group_769,,conjugative transfer ATPase,91,99,1.0879120879120878,1,1005,,,,615,2775,2510.5151515151515,
group_770,,TIGR03751 family conjugal transfer lipoprotein,92,92,1.0,1,1006,,,,267,399,387.0326086956522,
group_773,,Bacterial Ig-like domain (group 3);hypothetical protein;Bacterial Ig-like domain,115,122,1.0608695652173914,1,1010,,,,324,2406,2202.44262295082,
pglH,pglH,GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-14-N-acetyl-D-galactosaminyltransferase,23,23,1.0,1,1014,,,,1080,1080,1080.0,
group_776,,type II toxin-antitoxin system RelE/ParE family toxin,1407,1407,1.0,1,1015,,,,141,300,284.6429608127721,Kp_00481
group_781,,Glycosyl transferases group 1,32,32,1.0,1,1020,,,,1080,1080,1080.0,
group_784,,hypothetical protein,35,35,1.0,1,1023,,,,1080,1080,1080.0,
group_786,,"hypothetical protein;"""";fimbrial protein;Fimbrial protein",407,408,1.0024570024570023,1,1025,,,,201,960,946.5073529411764,
group_788,,hypothetical protein;chromosome partitioning protein ParB,93,94,1.010752688172043,1,1027,,,,324,1638,1595.2340425531916,
pflA_1,;pflA_1,glycyl-radical enzyme activating protein;pyruvate formate lyase 1-activating protein,194,194,1.0,1,1028,,,,513,969,945.8659793814433,
group_791,,hypothetical protein;Terminase large subunit T4likevirus-type N-terminal;Terminase RNaseH-like domain,201,202,1.0049751243781095,1,1034,,,,462,1728,1708.4405940594058,
yesZ~~~lacZ~~~bgaB,;yesZ;lacZ;bgaB,hypothetical protein;beta-galactosidase;Beta-galactosidase YesZ;Beta-galactosidase LacZ;Beta-galactosidase bgaB,935,944,1.0096256684491978,1,1042,,,,126,2010,1981.7987288135596,
esiB~~~esiB_2~~~esiB_1,esiB;esiB_2;;esiB_1,Secretory immunoglobulin A-binding protein EsiB;hypothetical protein,136,137,1.0073529411764706,1,1043,,,,276,1395,1316.5620437956204,
evgA_2~~~evgA_3,evgA_2;evgA_3,acid-sensing system DNA-binding response regulator EvgA,135,135,1.0,1,1044,,,,246,624,615.9248120300751,
group_796,,PTS sugar transporter subunit IIA,1347,1347,1.0,1,1049,,,,135,459,436.5345211581292,Kp_02480
group_806,,class II histone deacetylase;hypothetical protein,1396,1402,1.004297994269341,1,1060,,,,183,1890,1107.4921540656203,Kp_01289
bcsA_2~~~bcsA_1~~~bcsA_3~~~bcsA,bcsA_2;;bcsA_1;bcsA_3;bcsA,UDP-forming cellulose synthase catalytic subunit;hypothetical protein,1393,1421,1.020100502512563,1,1066,,,,195,2625,2549.341308937368,Kp_04640
group_813,,hypothetical protein;class II aldolase/adducin family protein,1355,1359,1.0029520295202952,1,1073,,,,138,729,725.5761589403974,Kp_03760
group_817,,hypothetical protein,31,31,1.0,1,1078,,,,531,795,749.1290322580645,
pepE,pepE,dipeptidase PepE,712,712,1.0,1,1083,,,,561,690,689.6793248945148,Kp_00256
qacC,qacC,Quaternary ammonium compound-resistance protein QacC,194,194,1.0,1,1091,,,,330,330,330.0,
sdhL~~~sdhL_2,sdhL;;sdhL_2,Shikimate dehydrogenase-like protein HI_0607;shikimate dehydrogenase,704,704,1.0,1,1092,,,,252,1524,809.5823863636364,
group_824,,hypothetical protein,141,142,1.0070921985815602,1,1093,,,,276,969,853.9574468085107,
casB,casB,type I-E CRISPR-associated protein Cse2/CasB,158,158,1.0,1,1103,,,,243,567,564.4746835443038,Kp_02820
group_830,,Bacteriophage CI repressor C-terminal domain;hypothetical protein,63,63,1.0,1,1107,,,,405,630,430.0,
metR_2~~~metR_1,metR_2;;metR_1,HTH-type transcriptional regulator MetR;Bacterial regulatory helix-turn-helix protein lysR family,215,216,1.0046511627906978,1,1108,,,,225,948,895.0093457943925,
group_834,,fimbrial protein,1104,1104,1.0,1,1112,,,,186,1026,1021.189090909091,Kp_01248
group_835,,hypothetical protein;winged helix-turn-helix domain-containing protein,296,296,1.0,1,1113,,,,168,834,786.7804054054054,
group_837,,LLM class flavin-dependent oxidoreductase;nitrilotriacetate monooxygenase,59,59,1.0,1,1115,,,,123,1332,297.864406779661,
group_846,,transporter substrate-binding domain-containing protein;hypothetical protein,1385,1386,1.0007220216606498,1,1125,,,,159,3243,3194.451589595376,Kp_04236
group_848,,hypothetical protein,300,300,1.0,1,1127,,,,285,285,285.0,
group_849,,hypothetical protein,353,355,1.0056657223796035,1,1128,,,,168,540,531.9211267605634,
group_853,,cellulose biosynthesis protein BcsD,1376,1381,1.0036337209302326,1,1132,,,,111,483,480.5213613323679,Kp_04647
bcsB_4~~~bcsB_2~~~bcsB,bcsB_4;bcsB_2;bcsB,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,1355,1355,1.0,1,1134,,,,144,2466,2460.26213592233,Kp_04650
pyrC_2,pyrC_2,dihydroorotase,54,54,1.0,1,1138,,,,1077,1077,1077.0,
group_858,,hypothetical protein,125,125,1.0,1,1139,,,,396,969,940.9426229508196,
group_861,,glycoside hydrolase family 19 protein,146,146,1.0,1,1143,,,,630,630,630.0,
ftrA_1~~~ftrA_2,ftrA_1;;ftrA_2,transcriptional regulator FtrA;hypothetical protein,906,909,1.0033112582781456,1,1144,,,,216,1089,964.4686468646864,
group_862,,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha;hypothetical protein,1070,1074,1.0037383177570094,1,1145,,,,150,963,958.31843575419,Kp_01003
group_865,,Protein of unknown function (DUF2732);hypothetical protein,59,59,1.0,1,1148,,,,135,261,226.5254237288136,
group_868,,hypothetical protein,52,52,1.0,1,1151,,,,432,432,432.0,
group_869,,hypothetical protein,52,53,1.0192307692307692,1,1152,,,,654,2277,2201.830188679245,
group_870,,hypothetical protein,124,124,1.0,1,1153,,,,363,363,363.0,
group_873,,hypothetical protein,94,94,1.0,1,1156,,,,180,468,231.54255319148936,
group_880,,hypothetical protein,116,117,1.0086206896551724,1,1165,,,,201,759,752.0,
group_888,,hypothetical protein,53,53,1.0,1,1175,,,,108,384,298.57142857142856,
group_889,,hypothetical protein,508,529,1.0413385826771653,1,1176,,,,144,1290,1095.261859582543,
group_891,,hypothetical protein,91,91,1.0,1,1178,,,,555,804,799.5164835164835,
group_892,,STAS domain-containing protein,320,320,1.0,1,1179,,,,264,342,340.9125,Kp_01770
group_894,,tyrosine-type recombinase/integrase,36,36,1.0,1,1181,,,,1224,1281,1244.5833333333333,
group_895,,hypothetical protein,42,42,1.0,1,1182,,,,276,378,280.3076923076923,
group_897,,hypothetical protein,19,19,1.0,1,1184,,,,1077,1077,1077.0,
crcB_2,crcB_2,fluoride efflux transporter CrcB,135,135,1.0,1,1186,,,,348,408,374.77777777777777,
group_903,,hypothetical protein;Glycosyl hydrolase 108,116,121,1.043103448275862,1,1192,,,,129,2892,1529.6,
group_906,,hypothetical protein,723,724,1.0013831258644537,1,1196,,,,150,834,683.8756906077348,
group_907,,hypothetical protein,61,61,1.0,1,1197,,,,444,444,444.0,
group_913,,ABC transporter ATP-binding protein,72,72,1.0,1,1203,,,,726,726,726.0,
group_914,,hypothetical protein,121,121,1.0,1,1204,,,,789,795,789.2479338842975,
group_915,,hypothetical protein,125,128,1.024,1,1205,,,,123,1323,780.0234375,
group_917,,PAAR domain-containing protein;hypothetical protein,909,1095,1.2046204620462049,1,1208,,,,159,1428,990.89010989011,Kp_02993
casD,casD,CRISPR system Cascade subunit CasD,21,21,1.0,1,1210,,,,726,726,726.0,
group_924,,hypothetical protein,108,108,1.0,1,1216,,,,204,204,204.0,
spo0C,;spo0C,;Chromosome-partitioning protein Spo0J;hypothetical protein,68,95,1.3970588235294117,1,1226,,,,111,2049,1362.0,
group_934,,PsiA protein;hypothetical protein,37,37,1.0,1,1227,,,,720,720,720.0,
group_939,,hypothetical protein,23,23,1.0,1,1232,,,,726,726,726.0,
group_941,,hypothetical protein,47,47,1.0,1,1234,,,,201,423,417.25531914893617,
sdrF~~~sdrE~~~sdrD,;sdrF;sdrE;sdrD,"hypothetical protein;NCBIFAM: MSCRAMM family adhesin SdrC;NCBIFAM: MSCRAMM family adhesin clumping factor ClfB;Serine-aspartate repeat-containing protein F;Bacterial Ig domain;Bacterial Ig-like domain;NCBIFAM: MSCRAMM family adhesin SdrD;NCBIFAM: MSCRAMM family adhesin clumping factor ClfA;"""";NCBIFAM: BapA prefix-like domain;NCBIFAM: serine-rich protein;Serine-aspartate repeat-containing protein E;JCVI: type I secretion C-terminal target domain (VC_A0849 subclass);Serine-aspartate repeat-containing protein D",384,427,1.1119791666666667,1,1241,,,,282,13638,4939.543062200957,
tam_1~~~bioC_2~~~bioC_1~~~tam_2,tam_1;bioC_2;bioC_1;tam_2,Trans-aconitate 2-methyltransferase;Malonyl-[acyl-carrier protein] O-methyltransferase,130,130,1.0,1,1243,,,,489,915,736.2790697674419,
group_960,,hypothetical protein,44,44,1.0,1,1257,,,,552,567,552.6818181818181,
group_962,,;hypothetical protein;Serine aminopeptidase S33,39,39,1.0,1,1259,,,,357,861,842.1538461538462,
group_963,,hypothetical protein,94,94,1.0,1,1260,,,,279,279,279.0,
group_964,,hypothetical protein,48,48,1.0,1,1261,,,,507,507,507.0,
group_965,,Integrase core domain;NCBIFAM: IS481 family transposase;hypothetical protein,186,188,1.010752688172043,1,1262,,,,219,1341,967.8074534161492,
group_970,,hypothetical protein,145,145,1.0,1,1268,,,,327,327,327.0,
yafO,;yafO,hypothetical protein;mRNA interferase toxin YafO;Toxin YafO type II toxin-antitoxin system,123,123,1.0,1,1273,,,,411,411,411.0,
group_980,,hypothetical protein,125,126,1.008,1,1280,,,,132,420,415.95238095238096,
ompC_1,ompC_1,porin OmpC,16,16,1.0,1,1284,,,,1071,1071,1071.0,
group_988,,hypothetical protein,50,50,1.0,1,1289,,,,348,456,350.3478260869565,
group_993,,phage holin family protein,116,116,1.0,1,1294,,,,396,396,396.0,
group_995,,Putative bacterial toxin ydaT;hypothetical protein,111,112,1.009009009009009,1,1296,,,,183,543,528.2678571428571,
group_996,,hypothetical protein,54,54,1.0,1,1297,,,,327,327,327.0,
group_1002,,Bacterial regulatory proteins gntR family,61,61,1.0,1,1303,,,,723,723,723.0,
group_1006,,hypothetical protein,44,44,1.0,1,1308,,,,327,327,327.0,
group_1013,,YhcH/YjgK/YiaL family protein,120,120,1.0,1,1315,,,,354,465,464.075,
rep_3~~~uvrD_2,rep_3;uvrD_2,ATP-dependent DNA helicase Rep;DNA helicase II,136,137,1.0073529411764706,1,1322,,,,354,1800,1785.5036496350365,
group_1026,,hypothetical protein,96,96,1.0,1,1334,,,,348,348,348.0,
group_1030,,hypothetical protein;DEAD/DEAH box helicase,30,31,1.0333333333333334,1,1338,,,,1308,3525,3409.935483870968,
group_1036,,hypothetical protein,42,42,1.0,1,1345,,,,342,372,347.42857142857144,
group_1038,,hypothetical protein,243,243,1.0,1,1347,,,,606,897,853.1848739495798,
emrE,;emrE,hypothetical protein;Multidrug transporter EmrE,195,196,1.005128205128205,1,1353,,,,96,414,411.2755102040816,
group_1047,,Bacteriophage head to tail connecting protein;hypothetical protein,55,57,1.0363636363636364,1,1357,,,,573,1665,1590.9642857142858,
group_1048,,hypothetical protein,54,54,1.0,1,1358,,,,303,1395,1374.7777777777778,
group_1049,,hypothetical protein,50,50,1.0,1,1359,,,,327,327,327.0,
group_1050,,hypothetical protein,129,132,1.0232558139534884,1,1360,,,,99,372,361.1363636363636,
group_1051,,hypothetical protein,129,131,1.0155038759689925,1,1361,,,,339,1140,1105.0534351145038,
smc~~~smc_2~~~smc_1,;smc;smc_2;smc_1,"Domain of unknown function (DUF1983);hypothetical protein;Putative phage tail protein;Chromosome partition protein Smc;""""",128,171,1.3359375,1,1362,,,,90,12279,8098.570588235294,
group_1052,,hypothetical protein,131,131,1.0,1,1363,,,,261,1542,291.0458015267176,
rapA_2,;rapA_2,hypothetical protein;RNA polymerase-associated protein RapA,25,25,1.0,1,1368,,,,2973,3234,3222.1363636363635,
group_1061,,hypothetical protein;Peptidase S24-like;Uncharacterized HTH-type transcriptional regulator HI_1476,186,186,1.0,1,1373,,,,141,603,469.741935483871,
group_1067,,hypothetical protein;NCBIFAM: host specificity factor TipJ family phage tail protein,93,93,1.0,1,1379,,,,513,3072,3022.921348314607,
intA,;intA,tyrosine-type recombinase/integrase;Prophage integrase IntA;hypothetical protein,169,172,1.017751479289941,1,1388,,,,216,1311,1069.3411764705882,
group_1079,,hypothetical protein,42,42,1.0,1,1394,,,,117,117,117.0,
group_1085,,hypothetical protein;TraG-like protein N-terminal region;NCBI Protein Cluster (PRK): conjugal transfer mating-pair stabilization protein TraG,124,125,1.0080645161290325,1,1400,,,,600,2844,2622.051724137931,
group_1089,,hypothetical protein,180,180,1.0,1,1404,,,,276,336,321.1666666666667,
group_1103,,fimbria/pilus outer membrane usher protein,188,192,1.0212765957446808,1,1427,,,,378,2595,2536.09375,
group_1104,,hypothetical protein;NCBI Protein Cluster (PRK): ATP-dependent DNA helicase,53,55,1.0377358490566038,1,1428,,,,582,2589,2393.4,
group_1107,,hypothetical protein,40,40,1.0,1,1431,,,,339,339,339.0,
group_1109,,sensor domain-containing diguanylate cyclase,350,350,1.0,1,1434,,,,549,948,944.094512195122,
group_1111,,hypothetical protein,63,63,1.0,1,1436,,,,162,1677,923.7906976744188,
dnaB_1~~~dnaB_2~~~dnaB_3,dnaB_1;dnaB_2;dnaB_3,replicative DNA helicase,92,92,1.0,1,1453,,,,1383,1407,1390.2391304347825,
group_1125,,hypothetical protein,92,92,1.0,1,1454,,,,234,240,234.1304347826087,
group_1131,,hypothetical protein,48,48,1.0,1,1461,,,,132,423,186.25531914893617,
group_1137,,hypothetical protein;Protein of unknown function (DUF4238),37,38,1.027027027027027,1,1469,,,,894,2382,2292.324324324324,
dnaE_2,dnaE_2;,DNA polymerase III subunit alpha;hypothetical protein,71,72,1.0140845070422535,1,1473,,,,333,2364,2299.0140845070423,
xerD_2~~~xerD_5~~~xerC_4~~~xerD_6,;xerD_2;xerD_5;xerC_4;xerD_6,hypothetical protein;Tyrosine recombinase XerD;Tyrosine recombinase XerC,40,40,1.0,1,1474,,,,507,1038,1024.3846153846157,
group_1144,,Baseplate J-like protein;hypothetical protein,199,200,1.0050251256281406,1,1480,,,,213,963,918.255,
group_1150,,hypothetical protein,59,64,1.0847457627118644,1,1487,,,,108,2964,2174.120689655173,
group_1153,,hypothetical protein;Phage regulatory protein Rha (Phage_pRha),97,98,1.0103092783505154,1,1492,,,,558,708,559.530612244898,
group_1161,,Repressor of phase-1 flagellin;hypothetical protein,124,125,1.0080645161290325,1,1501,,,,129,534,524.592,
group_1163,,NCBIFAM: type IVB secretion system coupling complex protein DotM/IcmP;hypothetical protein,40,40,1.0,1,1506,,,,813,1419,1390.125,
group_1171,,Phage Tail Protein X,199,199,1.0,1,1515,,,,201,201,201.0,
group_1174,,hypothetical protein,25,25,1.0,1,1520,,,,201,201,201.0,
group_1175,,hypothetical protein;Outer membrane efflux protein,369,373,1.010840108401084,1,1521,,,,303,1458,1417.166219839142,
group_1176,,hypothetical protein,123,123,1.0,1,1522,,,,324,324,324.0,
group_1185,,hypothetical protein,72,72,1.0,1,1533,,,,2715,2715,2715.0,
group_1186,,hypothetical protein,132,133,1.0075757575757576,1,1534,,,,120,420,415.8045112781955,
group_1196,,hypothetical protein,94,94,1.0,1,1547,,,,483,495,487.2127659574468,
group_1203,,hypothetical protein;Phage tail baseplate hub (GPD),201,203,1.0099502487562189,1,1554,,,,312,1140,1122.5911330049262,
group_1207,,hypothetical protein,91,91,1.0,1,1558,,,,153,153,153.0,
group_1211,,hypothetical protein,98,98,1.0,1,1562,,,,321,372,368.4246575342466,
group_1212,,NCBIFAM: StbB family protein,59,59,1.0,1,1563,,,,717,717,717.0,
group_1214,,hypothetical protein,169,169,1.0,1,1568,,,,228,321,228.55029585798815,
group_1225,,glycogen/starch/alpha-glucan phosphorylase;hypothetical protein,329,342,1.03951367781155,1,1585,,,,96,2430,2295.4144144144143,Kp_01769
group_1226,,integrating conjugative element protein,93,93,1.0,1,1588,,,,1422,1422,1422.0,
group_1229,,Gfo/Idh/MocA family oxidoreductase,74,74,1.0,1,1591,,,,546,978,930.1621621621622,
group_1230,,NCBIFAM: DNA double-strand break repair helicase HerA;hypothetical protein,29,29,1.0,1,1592,,,,738,1899,1834.821428571429,
group_1231,,"hypothetical protein;""""",94,94,1.0,1,1596,,,,291,291,291.0,
group_1232,,"hypothetical protein;""""",53,53,1.0,1,1597,,,,291,291,291.0,
clsB_3~~~clsB_2~~~clsB_1,clsB_3;;clsB_2;clsB_1,"Cardiolipin synthase B;Cardiolipin synthase;hypothetical protein;""""",143,170,1.1888111888111887,1,1600,,,,327,1878,1536.9940828402366,
group_1239,,"hypothetical protein;Adenosine monophosphate-protein transferase NmFic;""""",51,51,1.0,1,1607,,,,300,618,569.7647058823529,
group_1241,,lactonase family protein,82,82,1.0,1,1609,,,,1059,1059,1059.0,
group_1242,,SUMF1/EgtB/PvdO family nonheme iron enzyme;hypothetical protein,372,373,1.0026881720430108,1,1610,,,,120,1056,871.5771428571428,
group_1243,,molecular chaperone,1364,1365,1.000733137829912,1,1612,,,,183,672,660.4530791788857,Kp_03772
group_1244,,NCBIFAM: protein YgjJ,93,93,1.0,1,1615,,,,1059,1059,1059.0,
group_1251,,hypothetical protein,131,132,1.0076335877862594,1,1624,,,,201,381,377.6590909090909,
group_1264,,DUF72 domain-containing protein,60,60,1.0,1,1640,,,,105,111,105.10714285714286,
group_1269,,CusA/CzcA family heavy metal efflux RND transporter,1373,1373,1.0,1,1646,,,,126,3171,3146.1078717201167,Kp_00616
group_1280,,hypothetical protein;TupA-like ATPgrasp,912,915,1.0032894736842106,1,1661,,,,252,936,924.0,
group_1281,,Type III restriction enzyme res subunit,33,33,1.0,1,1662,,,,2655,2655,2655.0,
group_1282,,hypothetical protein,433,433,1.0,1,1664,,,,108,225,110.4102564102564,
group_1283,,PAAR domain-containing protein;Bacterial toxin 44;hypothetical protein,596,599,1.00503355704698,1,1665,,,,381,1056,943.9045226130652,Kp_02151
group_1285,,hypothetical protein,95,95,1.0,1,1667,,,,501,501,501.0,
rfbA_2~~~rfbA_1,rfbA_2;rfbA_1,O-antigen export ABC transporter permease RfbA,53,53,1.0,1,1679,,,,705,795,777.3529411764706,
