query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
group_7509	1002339.HMPREF9373_1086	1.33e-57	193.0	COG1215@1|root,COG1215@2|Bacteria,1R5JQ@1224|Proteobacteria,1T43G@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	involved in cell wall biogenesis	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
group_10467	665029.EAMY_2246	2.15e-88	270.0	COG1215@1|root,COG1215@2|Bacteria,1R8MZ@1224|Proteobacteria,1S2PU@1236|Gammaproteobacteria,3X5YY@551|Erwinia	1236|Gammaproteobacteria	M	Glycosyltransferase like family 2	lsgF	-	2.4.1.122,2.4.1.303	ko:K16702,ko:K18788,ko:K21366	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT2	-	Glycos_transf_2
pglH	371042.NG99_01435	1.21e-86	272.0	COG0438@1|root,COG0438@2|Bacteria,1MZ17@1224|Proteobacteria,1S84D@1236|Gammaproteobacteria,3X520@551|Erwinia	1236|Gammaproteobacteria	M	biosynthesis	-	-	-	ko:K16701	-	-	-	-	ko00000,ko01000,ko01003	-	GT4	-	Glyco_transf_4,Glycos_transf_1
group_443	637910.ROD_26201	5.05e-99	290.0	29HZS@1|root,304WU@2|Bacteria,1RD9W@1224|Proteobacteria,1S51F@1236|Gammaproteobacteria,3WY05@544|Citrobacter	1236|Gammaproteobacteria	-	-	ymfL	-	-	-	-	-	-	-	-	-	-	-	-
group_2260	571.MC52_30550	4.97e-45	147.0	2EFVP@1|root,331HM@2|Bacteria,1NCV1@1224|Proteobacteria,1SCYG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
clpP_3	35703.DQ02_00685	5.31e-136	385.0	COG0740@1|root,COG0740@2|Bacteria,1MV46@1224|Proteobacteria,1RNR6@1236|Gammaproteobacteria,3WVQ6@544|Citrobacter	1236|Gammaproteobacteria	OU	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	-	-	-	-	-	-	-	-	-	-	-	-	CLP_protease
ybtQ_2	35703.DQ02_13320	0.0	976.0	COG1132@1|root,COG1132@2|Bacteria,1MUBM@1224|Proteobacteria,1S1GW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	ABC transporter transmembrane region	-	-	-	-	-	-	-	-	-	-	-	-	ABC_membrane,ABC_tran
group_144	1115515.EV102420_23_00190	2.12e-36	123.0	2E46E@1|root,32Z2C@2|Bacteria,1NC4W@1224|Proteobacteria,1SF39@1236|Gammaproteobacteria,3XR3N@561|Escherichia	1236|Gammaproteobacteria	S	Putative excisionase (DUF1233)	ydaQ	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0008150,GO:0016032,GO:0019042,GO:0019045,GO:0019046,GO:0032359,GO:0043565,GO:0044403,GO:0044419,GO:0051704,GO:0097159,GO:1901363,GO:1990837	-	-	-	-	-	-	-	-	-	-	DUF1233
group_2706	199310.c0974	9.86e-60	184.0	2E3XV@1|root,32YUV@2|Bacteria,1N720@1224|Proteobacteria,1SCI4@1236|Gammaproteobacteria,3XR14@561|Escherichia	1236|Gammaproteobacteria	S	Phage tail assembly chaperone proteins, E, or 41 or 14	-	-	-	-	-	-	-	-	-	-	-	-	Phage_TAC_7
group_1002	592316.Pat9b_1919	6.98e-155	436.0	COG1802@1|root,COG1802@2|Bacteria,1Q2IV@1224|Proteobacteria,1S05M@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
group_9825	592316.Pat9b_1918	4.05e-207	572.0	COG3665@1|root,COG3665@2|Bacteria,1N9DM@1224|Proteobacteria,1RZRT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Domain of unknown function (DUF1989)	-	-	-	ko:K09967	-	-	-	-	ko00000	-	-	-	DUF1989
group_9620	218491.ECA4489	4.94e-156	442.0	COG0834@1|root,COG0834@2|Bacteria,1MYI1@1224|Proteobacteria,1SYSZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	ET	Extracellular solute-binding protein	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
pxpB_2	1225184.ALXE01000039_gene3068	3.85e-116	337.0	COG2049@1|root,COG2049@2|Bacteria,1R45Y@1224|Proteobacteria,1RZWK@1236|Gammaproteobacteria,3VYTE@53335|Pantoea	1236|Gammaproteobacteria	E	Allophanate hydrolase subunit 1	-	-	-	-	-	-	-	-	-	-	-	-	CT_C_D
group_3210	1076550.LH22_00195	7.84e-182	512.0	COG1984@1|root,COG1984@2|Bacteria,1MU9H@1224|Proteobacteria,1RR39@1236|Gammaproteobacteria,3VXYD@53335|Pantoea	1236|Gammaproteobacteria	E	Allophanate hydrolase subunit 2	Z012_10780	-	3.5.1.54,6.3.4.6	ko:K01457,ko:K01941	ko00220,ko00791,ko01100,ko01120,map00220,map00791,map01100,map01120	-	R00005,R00774	RC00378,RC02756	ko00000,ko00001,ko01000	-	-	-	CT_A_B
group_11975	592316.Pat9b_0401	5.46e-146	415.0	COG1540@1|root,COG1540@2|Bacteria,1MUYV@1224|Proteobacteria,1RSCZ@1236|Gammaproteobacteria,3VZ6U@53335|Pantoea	1236|Gammaproteobacteria	S	Belongs to the UPF0271 (lamB) family	lamB	-	-	ko:K07160	-	-	-	-	ko00000	-	-	-	LamB_YcsF
alaC_1	1076550.LH22_00205	7.22e-251	692.0	COG0436@1|root,COG0436@2|Bacteria,1MW0Z@1224|Proteobacteria,1RNN0@1236|Gammaproteobacteria,3VZSB@53335|Pantoea	1236|Gammaproteobacteria	E	Aminotransferase class I and II	aatA	-	2.6.1.1	ko:K00812	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
group_12169	592316.Pat9b_0395	9.42e-143	407.0	COG0765@1|root,COG0765@2|Bacteria,1PT12@1224|Proteobacteria,1RRQK@1236|Gammaproteobacteria,3VYC9@53335|Pantoea	1236|Gammaproteobacteria	E	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02029,ko:K09971	ko02010,map02010	M00232,M00236	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3,3.A.1.3.18,3.A.1.3.7,3.A.1.3.8	-	-	BPD_transp_1
group_12070	1441930.Z042_16315	1.94e-268	736.0	28KYK@1|root,2ZAE4@2|Bacteria,1NRH4@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
qacC	1028307.EAE_10040	9.77e-71	213.0	COG2076@1|root,COG2076@2|Bacteria,1MZ54@1224|Proteobacteria,1S8SG@1236|Gammaproteobacteria,3X3Y9@547|Enterobacter	1236|Gammaproteobacteria	P	Small multidrug resistance protein	-	-	-	ko:K03297	-	-	-	-	ko00000,ko02000	2.A.7.1	-	-	Multi_Drug_Res
group_11967	500640.CIT292_09227	2.34e-91	271.0	2DBEY@1|root,2Z8VH@2|Bacteria,1R57M@1224|Proteobacteria,1S0CC@1236|Gammaproteobacteria,3WZ8F@544|Citrobacter	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2857)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2857
group_3976	716541.ECL_A131	2.48e-25	94.4	2EFY7@1|root,339QC@2|Bacteria,1NHNZ@1224|Proteobacteria,1SGKV@1236|Gammaproteobacteria,3X2VR@547|Enterobacter	1236|Gammaproteobacteria	S	Hok/gef family	-	-	-	ko:K18919,ko:K18920,ko:K18921	-	-	-	-	ko00000,ko02048	-	-	-	HOK_GEF
group_4775	1111732.AZOD01000024_gene1924	3.75e-58	186.0	COG0832@1|root,COG0832@2|Bacteria,1RGW0@1224|Proteobacteria,1S8UP@1236|Gammaproteobacteria,1X7NZ@135614|Xanthomonadales	135614|Xanthomonadales	E	Urease beta subunit	-	-	3.5.1.5	ko:K01429	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta
ureF	349966.DJ58_3851	8.86e-94	281.0	COG0830@1|root,COG0830@2|Bacteria,1REFB@1224|Proteobacteria,1S0T2@1236|Gammaproteobacteria,41E57@629|Yersinia	1236|Gammaproteobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureF	-	-	ko:K03188	-	-	-	-	ko00000	-	-	-	UreF
ureG_1	214092.YPO2670	2.19e-131	375.0	COG0378@1|root,COG0378@2|Bacteria,1MVBD@1224|Proteobacteria,1RP5R@1236|Gammaproteobacteria,41EPF@629|Yersinia	1236|Gammaproteobacteria	F	Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG	ureG	-	-	ko:K03189	-	-	-	-	ko00000	-	-	-	cobW
group_10553	1453496.AT03_10515	5.95e-157	444.0	COG1173@1|root,COG1173@2|Bacteria,1MUW2@1224|Proteobacteria,1RRZP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ABC transporter (permease)	dppC_2	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
hdeA	199310.c4321	8.3e-42	140.0	2E34D@1|root,32Y4G@2|Bacteria,1NBBC@1224|Proteobacteria,1SH1A@1236|Gammaproteobacteria,3XQZE@561|Escherichia	1236|Gammaproteobacteria	M	Required for optimal acid stress protection. Exhibits a chaperone-like activity only at low pH by suppressing non- specifically the aggregation of denaturated periplasmic proteins	hdeA	GO:0003674,GO:0005488,GO:0005515,GO:0008150,GO:0009268,GO:0009628,GO:0009987,GO:0010447,GO:0042802,GO:0050896,GO:0051087,GO:0051716,GO:0071214,GO:0071467,GO:0071468,GO:0104004	-	ko:K19777	-	-	-	-	ko00000,ko03110	-	-	-	HdeA
gntT_1	1080067.BAZH01000004_gene3983	1.16e-73	233.0	COG2610@1|root,COG2610@2|Bacteria,1MVK2@1224|Proteobacteria,1RZUF@1236|Gammaproteobacteria,3WXY2@544|Citrobacter	1236|Gammaproteobacteria	EG	GntP family permease	gntP	GO:0003674,GO:0005215,GO:0005342,GO:0005351,GO:0005402,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0008028,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0008643,GO:0015075,GO:0015077,GO:0015078,GO:0015128,GO:0015144,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015711,GO:0015718,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0034219,GO:0034220,GO:0035429,GO:0042873,GO:0042879,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1902600,GO:1903825,GO:1905039	-	ko:K16321	-	-	-	-	ko00000,ko02000	2.A.8.1.3	-	-	GntP_permease
lutB	35703.DQ02_22135	0.0	959.0	COG1139@1|root,COG1139@2|Bacteria,1MV6J@1224|Proteobacteria,1RQEA@1236|Gammaproteobacteria,3WVPS@544|Citrobacter	1236|Gammaproteobacteria	C	Domain of unknown function (DUF3390)	ykgF	-	-	ko:K18929	-	-	-	-	ko00000	-	-	iSF_1195.SF0259,iSFxv_1172.SFxv_0274,iS_1188.S0280	DUF3390,Fer4_8,LUD_dom
dld_1	35703.DQ02_22125	0.0	1127.0	COG0277@1|root,COG0277@2|Bacteria,1MVG7@1224|Proteobacteria,1RN5V@1236|Gammaproteobacteria,3WXNG@544|Citrobacter	1236|Gammaproteobacteria	C	Catalyzes the oxidation of D-lactate to pyruvate	dld	GO:0000166,GO:0003674,GO:0003824,GO:0004457,GO:0004458,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006082,GO:0006089,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009061,GO:0009898,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0016898,GO:0016901,GO:0019516,GO:0019752,GO:0019897,GO:0019898,GO:0022900,GO:0022904,GO:0031234,GO:0032787,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0048037,GO:0050660,GO:0050662,GO:0051990,GO:0055114,GO:0071704,GO:0071944,GO:0071949,GO:0097159,GO:0098552,GO:0098562,GO:1901265,GO:1901363,GO:1901615	1.1.5.12	ko:K03777	ko00620,ko01120,map00620,map01120	-	R00704,R11591	RC00044	ko00000,ko00001,ko01000	-	-	iEcHS_1320.EcHS_A2268,iPC815.YPO1177	FAD_binding_4,Lact-deh-memb
group_2523	7213.XP_004532098.1	6.85e-189	559.0	2CW4Z@1|root,2RTMZ@2759|Eukaryota,396JU@33154|Opisthokonta,3CAYD@33208|Metazoa,3DS6U@33213|Bilateria,423T7@6656|Arthropoda,3SS0U@50557|Insecta	33208|Metazoa	S	Polysaccharide pyruvyl transferase	-	-	-	-	-	-	-	-	-	-	-	-	PS_pyruv_trans
group_12587	637390.AFOH01000132_gene1900	2.14e-28	116.0	COG0438@1|root,COG0438@2|Bacteria,1PEPC@1224|Proteobacteria,1RXGE@1236|Gammaproteobacteria,2NE0V@225057|Acidithiobacillales	225057|Acidithiobacillales	M	Glycosyl transferases group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_1
group_11289	1506583.JQJY01000003_gene3681	2.59e-91	287.0	2DDZH@1|root,2ZJY6@2|Bacteria,4NMAU@976|Bacteroidetes	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_4013	7213.XP_004532098.1	2.04e-132	411.0	2CW4Z@1|root,2RTMZ@2759|Eukaryota,396JU@33154|Opisthokonta,3CAYD@33208|Metazoa,3DS6U@33213|Bilateria,423T7@6656|Arthropoda,3SS0U@50557|Insecta	33208|Metazoa	S	Polysaccharide pyruvyl transferase	-	-	-	-	-	-	-	-	-	-	-	-	PS_pyruv_trans
group_5672	1408473.JHXO01000009_gene3476	3.02e-128	390.0	COG2244@1|root,COG2244@2|Bacteria,4NEGZ@976|Bacteroidetes,2FNUG@200643|Bacteroidia	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 10.00	-	-	-	-	-	-	-	-	-	-	-	-	MatE,Polysacc_synt
group_1354	573.JG24_01875	5.47e-80	236.0	28RT8@1|root,2ZE5K@2|Bacteria,1P5MZ@1224|Proteobacteria,1SVPY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_4406	1441930.Z042_14360	1.14e-219	627.0	COG0642@1|root,COG2205@2|Bacteria,1N96D@1224|Proteobacteria,1SMIM@1236|Gammaproteobacteria,402R2@613|Serratia	1236|Gammaproteobacteria	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,Response_reg
group_4729	573.JG24_01905	1.56e-231	636.0	28PT8@1|root,2ZCEJ@2|Bacteria,1RC5Y@1224|Proteobacteria,1S36C@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_2662	573.JG24_01920	1.38e-112	323.0	COG0741@1|root,COG0741@2|Bacteria,1MZU4@1224|Proteobacteria,1RXXU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Transglycosylase SLT domain	pilT	-	-	-	-	-	-	-	-	-	-	-	SLT
group_3377	573.JG24_01925	5.46e-108	311.0	2C84D@1|root,32RKD@2|Bacteria,1N1SV@1224|Proteobacteria,1SBBB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	DotD protein	-	-	-	ko:K12205	-	-	-	-	ko00000,ko02044	3.A.7.10.1,3.A.7.9.1	-	-	DotD
group_10470	573.JG24_01930	7.52e-200	553.0	COG1388@1|root,COG1388@2|Bacteria,1MYQ8@1224|Proteobacteria,1RZGD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Type IV secretory system, conjugal DNA-protein transfer	dotC	-	-	ko:K12204	-	-	-	-	ko00000,ko02044	3.A.7.10.1,3.A.7.9.1	-	-	T4SS_TraI
group_11687	573.JG24_01935	3.88e-274	750.0	COG2805@1|root,COG2805@2|Bacteria,1MU3J@1224|Proteobacteria,1RN8G@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NU	twitching motility protein	dotB	-	-	ko:K12203	-	-	-	-	ko00000,ko02044	3.A.7.10.1,3.A.7.9.1	-	-	T2SSE
group_6540	573.JG24_01940	1.09e-64	196.0	2E6TC@1|root,331DA@2|Bacteria,1NDJU@1224|Proteobacteria,1SDG6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	ko:K12222	-	-	-	-	ko00000,ko02044	3.A.7.10.1,3.A.7.9.1	-	-	-
group_12296	573.JG24_00445	1.02e-46	149.0	2DWFX@1|root,34055@2|Bacteria,1NZM4@1224|Proteobacteria,1SPUC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_2059	1033991.RLEG12_14720	1.67e-66	202.0	COG2963@1|root,COG2963@2|Bacteria,1N06K@1224|Proteobacteria,2UATP@28211|Alphaproteobacteria,4BM8F@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	HTH_Tnp_1
ygjK	1028307.EAE_03920	0.0	1593.0	COG3408@1|root,COG3408@2|Bacteria,1MXU9@1224|Proteobacteria,1RRDG@1236|Gammaproteobacteria,3X376@547|Enterobacter	1236|Gammaproteobacteria	G	Trehalase	ygjK	GO:0003674,GO:0003824,GO:0004553,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0015926,GO:0016787,GO:0016798,GO:0033554,GO:0050896,GO:0051716	-	ko:K03931	-	-	-	-	ko00000	-	GH63	-	Glyco_hydro_63,Trehalase
group_1244	1028307.EAE_03915	3.09e-271	740.0	28HKS@1|root,2Z7VJ@2|Bacteria,1R4J1@1224|Proteobacteria,1RYGU@1236|Gammaproteobacteria,3X3JJ@547|Enterobacter	1236|Gammaproteobacteria	-	-	ygjJ	-	-	-	-	-	-	-	-	-	-	-	-
yjeM_2	1028307.EAE_03905	0.0	916.0	COG0531@1|root,COG0531@2|Bacteria,1MWXV@1224|Proteobacteria,1RPPM@1236|Gammaproteobacteria,3X3NZ@547|Enterobacter	1236|Gammaproteobacteria	E	Amino acid permease	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
ebgC	1028307.EAE_03900	1.16e-106	307.0	COG2731@1|root,COG2731@2|Bacteria,1RGW2@1224|Proteobacteria,1S72G@1236|Gammaproteobacteria,3X3HE@547|Enterobacter	1236|Gammaproteobacteria	G	Domain of unknown function (DUF386)	ebgC	-	-	ko:K12112	ko00052,ko00511,ko01100,map00052,map00511,map01100	-	R01678	RC00049	ko00000,ko00001	-	-	-	DUF386
group_3319	1028307.EAE_03890	1.82e-230	635.0	COG1609@1|root,COG1609@2|Bacteria,1N8ZA@1224|Proteobacteria,1RSGV@1236|Gammaproteobacteria,3X30K@547|Enterobacter	1236|Gammaproteobacteria	K	helix_turn _helix lactose operon repressor	ebgR	GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K02529,ko:K12113	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
group_308	1219080.VEZ01S_08_00150	5.84e-39	137.0	2AX8W@1|root,31P7U@2|Bacteria,1QKXP@1224|Proteobacteria,1TJ3P@1236|Gammaproteobacteria,1Y0G0@135623|Vibrionales	135623|Vibrionales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_10222	1122939.ATUD01000002_gene1483	1.77e-88	271.0	COG1082@1|root,COG1082@2|Bacteria,2HRUS@201174|Actinobacteria,4CTY5@84995|Rubrobacteria	84995|Rubrobacteria	G	Xylose isomerase-like TIM barrel	-	-	-	-	-	-	-	-	-	-	-	-	AP_endonuc_2
group_311	1089551.KE386572_gene2257	8.32e-120	348.0	COG1126@1|root,COG1126@2|Bacteria,1MU9Q@1224|Proteobacteria,2TQX2@28211|Alphaproteobacteria,4BR8S@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	E	ATPases associated with a variety of cellular activities	glnQ	-	3.6.3.21	ko:K02028	-	M00236	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.3	-	-	ABC_tran
tcyL_2	1089551.KE386572_gene2256	3.97e-93	278.0	COG0765@1|root,COG0765@2|Bacteria,1MWF0@1224|Proteobacteria,2VEUB@28211|Alphaproteobacteria,4BTD2@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	E	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
group_10137	1463936.JOJI01000005_gene3995	6.79e-73	231.0	COG0524@1|root,COG0524@2|Bacteria,2HBT0@201174|Actinobacteria	201174|Actinobacteria	G	COGs COG0524 Sugar kinase ribokinase family	-	-	2.7.1.218	ko:K10710	-	-	R08124	RC00002,RC00017	ko00000,ko01000	-	-	-	PfkB
group_1760	66377.JOBH01000009_gene4859	6.99e-74	239.0	COG2222@1|root,COG2222@2|Bacteria,2IAKV@201174|Actinobacteria	201174|Actinobacteria	M	Psort location Cytoplasmic, score	-	-	-	ko:K19510	-	-	-	-	ko00000	-	-	-	SIS
group_3211	630626.EBL_c04900	6.17e-125	368.0	COG0438@1|root,COG0438@2|Bacteria,1N9EV@1224|Proteobacteria,1RYRV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	glycosyl transferase group 1	rfbU	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
group_2340	273526.SMDB11_0862	8.29e-96	298.0	COG3664@1|root,COG3664@2|Bacteria,1N6DF@1224|Proteobacteria,1SC0R@1236|Gammaproteobacteria,404UZ@613|Serratia	1236|Gammaproteobacteria	G	PFAM glycoside hydrolase family 39	-	-	-	-	-	-	-	-	-	-	-	-	-
group_468	399741.Spro_1592	1.49e-131	387.0	COG0438@1|root,COG0438@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1
group_12037	399741.Spro_1590	4.37e-141	413.0	COG0438@1|root,COG0438@2|Bacteria,1N9EV@1224|Proteobacteria,1RYRV@1236|Gammaproteobacteria,4031U@613|Serratia	1236|Gammaproteobacteria	M	Glycosyl transferases group 1	rfbU	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
group_13197	1006000.GKAS_00542	5.65e-81	239.0	2C0GK@1|root,2ZCAN@2|Bacteria,1RIHK@1224|Proteobacteria,1S621@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF3487)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3487
group_13194	61647.LG71_08275	1.71e-165	461.0	2DB81@1|root,2Z7PS@2|Bacteria,1MY5A@1224|Proteobacteria,1RP4B@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Integrating conjugative element protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF2895
group_7266	573.JG24_03385	0.0	965.0	COG1874@1|root,COG1874@2|Bacteria,1PBWS@1224|Proteobacteria,1RYV8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Domain of unknown function (DUF4832)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4832,Glyco_hydro_42
group_7311	573.JG24_03390	5.72e-90	264.0	2DBTK@1|root,32TY3@2|Bacteria,1N17B@1224|Proteobacteria,1S95N@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_328	573.JG24_03395	3.1e-269	736.0	COG0438@1|root,COG0438@2|Bacteria,1MUYN@1224|Proteobacteria,1RSFE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	PFAM Glycosyl transferase, group 1	-	-	2.4.1.348	ko:K12995	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT4	-	Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1
group_2932	1235689.K4PA76_9CAUD	3.09e-124	366.0	4QH0X@10239|Viruses,4QXIJ@35237|dsDNA viruses  no RNA stage,4QSY6@28883|Caudovirales,4QNTU@10744|Podoviridae	10744|Podoviridae	S	viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
group_4734	1115515.EV102420_09_02260	2.27e-199	555.0	COG0111@1|root,COG0111@2|Bacteria,1MW1U@1224|Proteobacteria,1RRQE@1236|Gammaproteobacteria,3XNVJ@561|Escherichia	1236|Gammaproteobacteria	EH	Catalyzes the NADPH-dependent reduction of glyoxylate and hydroxypyruvate into glycolate and glycerate, respectively	-	-	1.1.1.79,1.1.1.81	ko:K12972	ko00260,ko00620,ko00630,ko01100,ko01110,ko01120,map00260,map00620,map00630,map01100,map01110,map01120	-	R00465,R01388,R01392,R02527	RC00031,RC00042,RC00670	ko00000,ko00001,ko01000	-	-	-	2-Hacid_dh_C
potH_1	1115515.EV102420_09_02230	4.53e-182	509.0	COG1176@1|root,COG1176@2|Bacteria,1MVGM@1224|Proteobacteria,1RNNZ@1236|Gammaproteobacteria,3XNG5@561|Escherichia	1236|Gammaproteobacteria	P	Putrescine transport system permease protein PotH	-	-	-	ko:K02054	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	BPD_transp_1
potC_1	1115515.EV102420_09_02220	1.93e-177	496.0	COG1177@1|root,COG1177@2|Bacteria,1MWXM@1224|Proteobacteria,1SB2R@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ABC transporter (Permease	-	-	-	ko:K02053	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	BPD_transp_1
czcO	1115515.EV102420_09_02210	8.38e-297	810.0	COG2072@1|root,COG2072@2|Bacteria,1MWPJ@1224|Proteobacteria,1RNQP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	oxidoreductase	-	-	-	ko:K07222	-	-	-	-	ko00000	-	-	-	Pyr_redox_3
